group	colour	yend	showSelected3
1	#66C2A5	-0.0540533545424057	subtrain
2	#FC8D62	-0.0540533545424057	validation
3	#FC8D62	-0.0540533545424057	validation
4	#66C2A5	-0.0540533545424057	subtrain
5	#FC8D62	-0.0540533545424057	validation
6	#FC8D62	-0.0540533545424057	validation
7	#66C2A5	-0.0540533545424057	subtrain
8	#66C2A5	-0.0540533545424057	subtrain
9	#FC8D62	-0.0540533545424057	validation
10	#FC8D62	-0.0540533545424057	validation
11	#FC8D62	-0.0540533545424057	validation
12	#FC8D62	-0.0540533545424057	validation
13	#66C2A5	-0.0540533545424057	subtrain
14	#66C2A5	-0.0540533545424057	subtrain
15	#FC8D62	-0.0540533545424057	validation
16	#FC8D62	-0.0540533545424057	validation
17	#FC8D62	-0.0540533545424057	validation
18	#FC8D62	-0.0540533545424057	validation
19	#FC8D62	-0.0540533545424057	validation
20	#FC8D62	-0.0540533545424057	validation
21	#66C2A5	-0.0540533545424057	subtrain
22	#66C2A5	-0.0540533545424057	subtrain
23	#FC8D62	-0.0540533545424057	validation
24	#FC8D62	-0.0540533545424057	validation
25	#66C2A5	-0.0540533545424057	subtrain
26	#66C2A5	-0.0540533545424057	subtrain
27	#66C2A5	-0.0540533545424057	subtrain
28	#66C2A5	-0.0540533545424057	subtrain
29	#66C2A5	-0.0540533545424057	subtrain
30	#66C2A5	-0.0540533545424057	subtrain
31	#66C2A5	-0.0540533545424057	subtrain
32	#66C2A5	-0.0540533545424057	subtrain
33	#66C2A5	-0.0540533545424057	subtrain
34	#FC8D62	-0.0540533545424057	validation
35	#FC8D62	-0.0540533545424057	validation
36	#FC8D62	-0.0540533545424057	validation
37	#FC8D62	-0.0540533545424057	validation
38	#FC8D62	-0.0540533545424057	validation
39	#66C2A5	-0.0540533545424057	subtrain
40	#66C2A5	-0.0540533545424057	subtrain
41	#66C2A5	-0.817043009100812	subtrain
42	#66C2A5	-0.817043009100812	subtrain
43	#66C2A5	-0.817043009100812	subtrain
44	#FC8D62	-0.817043009100812	validation
45	#66C2A5	-0.817043009100812	subtrain
46	#66C2A5	-0.817043009100812	subtrain
47	#66C2A5	-0.817043009100812	subtrain
48	#66C2A5	-0.817043009100812	subtrain
49	#66C2A5	-0.817043009100812	subtrain
50	#66C2A5	-0.817043009100812	subtrain
51	#66C2A5	-0.817043009100812	subtrain
52	#66C2A5	-0.817043009100812	subtrain
53	#FC8D62	-0.817043009100812	validation
54	#FC8D62	-0.817043009100812	validation
55	#FC8D62	-0.817043009100812	validation
56	#66C2A5	-0.817043009100812	subtrain
57	#FC8D62	-0.817043009100812	validation
58	#FC8D62	-0.817043009100812	validation
59	#FC8D62	-0.817043009100812	validation
60	#66C2A5	-0.817043009100812	subtrain
61	#FC8D62	-0.817043009100812	validation
62	#66C2A5	1.59512537661656	subtrain
63	#FC8D62	1.59512537661656	validation
64	#66C2A5	1.59512537661656	subtrain
65	#66C2A5	1.59512537661656	subtrain
66	#FC8D62	1.59512537661656	validation
67	#FC8D62	1.59512537661656	validation
68	#FC8D62	1.59512537661656	validation
69	#FC8D62	1.59512537661656	validation
70	#FC8D62	1.59512537661656	validation
71	#66C2A5	1.59512537661656	subtrain
72	#66C2A5	1.59512537661656	subtrain
73	#66C2A5	1.59512537661656	subtrain
74	#FC8D62	1.59512537661656	validation
75	#FC8D62	1.59512537661656	validation
76	#66C2A5	1.59512537661656	subtrain
77	#FC8D62	1.59512537661656	validation
78	#FC8D62	1.59512537661656	validation
79	#66C2A5	1.59512537661656	subtrain
80	#FC8D62	1.59512537661656	validation
81	#66C2A5	0.31345524323384	subtrain
82	#66C2A5	0.31345524323384	subtrain
83	#FC8D62	0.31345524323384	validation
84	#66C2A5	0.31345524323384	subtrain
85	#66C2A5	0.31345524323384	subtrain
86	#FC8D62	0.31345524323384	validation
87	#66C2A5	0.31345524323384	subtrain
88	#66C2A5	0.31345524323384	subtrain
89	#FC8D62	0.31345524323384	validation
90	#66C2A5	0.31345524323384	subtrain
91	#FC8D62	0.31345524323384	validation
92	#FC8D62	0.31345524323384	validation
93	#FC8D62	0.31345524323384	validation
94	#66C2A5	0.31345524323384	subtrain
95	#FC8D62	0.31345524323384	validation
96	#FC8D62	0.31345524323384	validation
97	#FC8D62	0.31345524323384	validation
98	#FC8D62	0.31345524323384	validation
99	#66C2A5	0.31345524323384	subtrain
100	#66C2A5	0.31345524323384	subtrain
